Дата,Тип документа,Название,Количество,Цена,Сумма,Валовая прибыль (руб),Валовая прибыль (%),Сотрудник,Статус
10.03.2023 - 18:38,Заказ,Восстановление цепи питания,1,4867,4867,4353,89.43907951510171,Администратор,Выдан
10.03.2023 - 18:55,Заказ,Чистка системы охлаждения с заменой термопасты,1,1409,1409,1311,93.04471256210078,Иванов Сергей,Выдан
11.03.2023 - 10:20,Заказ,Замена разъема зарядки (MicroUSB/Type-C),1,1201,1201,1105,92.00666111573689,Администратор,Выдан
11.03.2023 - 11:07,Заказ,Диагностика,2,537,1074,1074,100.0,Сидоров Алексей,Выдан
11.03.2023 - 14:36,Заказ,Защитное стекло 3D для iPhone 11/XR,1,486,486,437,89.91769547325103,Сидоров Алексей,Выдан
11.03.2023 - 15:27,Заказ,Наклейка защитного стекла (Услуга),1,202,202,202,100.0,Иванов Сергей,Выдан
12.03.2023 - 11:58,Заказ,Защитное стекло 3D для iPhone 11/XR,1,535,535,484,90.46728971962617,Петров Роман,Выдан
12.03.2023 - 13:00,Продажа,Блок питания Apple 20W (Copy),1,1256,1256,845,67.27707006369427,Сидоров Алексей,
12.03.2023 - 13:39,Продажа,Защитное стекло 3D для iPhone 11/XR,1,517,517,465,89.94197292069632,Сидоров Алексей,
12.03.2023 - 17:40,Заказ,Чистка системы охлаждения с заменой термопасты,1,1485,1485,1384,93.1986531986532,Сидоров Алексей,Выдан
12.03.2023 - 18:59,Заказ,16GB USB 2.0 Flash Drive SmartBuy,1,434,434,235,54.14746543778802,Администратор,Выдан
13.03.2023 - 10:36,Заказ,Кабель USB - Lightning (Foxconn),1,616,616,470,76.2987012987013,Петров Роман,Выдан
13.03.2023 - 12:21,Заказ,SSD накопитель Kingston 240GB,1,1981,1981,416,20.9994952044422,Петров Роман,Выдан
13.03.2023 - 18:35,Заказ,Жесткий диск Seagate BarraCuda 1TB,1,3639,3639,848,23.303105248694695,Администратор,Выдан
13.03.2023 - 19:16,Продажа,SSD накопитель Kingston 240GB,1,2084,2084,514,24.664107485604607,Сидоров Алексей,
14.03.2023 - 11:32,Продажа,Блок питания Apple 20W (Copy),1,1153,1153,748,64.87424111014745,Администратор,
14.03.2023 - 13:02,Заказ,Дисплей iPhone 11 (Копия AAA),2,2453,4906,2140,43.62005707297187,Иванов Сергей,Выдан
14.03.2023 - 14:02,Заказ,Установка Windows 10/11 + Драйвера,1,1263,1263,1263,100.0,Администратор,Выдан
14.03.2023 - 15:20,Заказ,Диагностика,1,468,468,468,100.0,Иванов Сергей,Выдан
14.03.2023 - 16:08,Заказ,Установка Windows 10/11 + Драйвера,1,1120,1120,1120,100.0,Иванов Сергей,Выдан
14.03.2023 - 16:45,Заказ,Чистка системы охлаждения с заменой термопасты,1,1486,1486,1387,93.3378196500673,Иванов Сергей,Выдан
14.03.2023 - 17:12,Продажа,Блок питания Apple 20W (Copy),2,1236,2472,1702,68.85113268608414,Петров Роман,
15.03.2023 - 10:06,Заказ,Чехол силиконовый прозрачный,1,281,281,222,79.00355871886121,Иванов Сергей,Выдан
15.03.2023 - 11:15,Заказ,Установка Windows 10/11 + Драйвера,1,1274,1274,1274,100.0,Сидоров Алексей,Выдан
15.03.2023 - 12:20,Заказ,Диагностика,1,469,469,469,100.0,Иванов Сергей,Выдан
15.03.2023 - 13:21,Заказ,Установка Windows 10/11 + Драйвера,1,1194,1194,1194,100.0,Петров Роман,Выдан
15.03.2023 - 15:48,Заказ,Наклейка защитного стекла (Услуга),2,212,424,424,100.0,Сидоров Алексей,Выдан
15.03.2023 - 16:22,Заказ,Прошивка Android/iOS,1,918,918,918,100.0,Петров Роман,Выдан
16.03.2023 - 10:21,Продажа,Защитное стекло 3D для iPhone 11/XR,1,519,519,471,90.7514450867052,Петров Роман,
16.03.2023 - 13:11,Заказ,Кабель USB - Lightning (Foxconn),1,641,641,494,77.06708268330733,Администратор,Выдан
16.03.2023 - 14:38,Заказ,Замена разъема зарядки (MicroUSB/Type-C),1,1098,1098,998,90.89253187613843,Иванов Сергей,Выдан
16.03.2023 - 14:44,Заказ,Аккумулятор Samsung Galaxy A51 (EB-BA515),1,1212,1212,689,56.84818481848185,Иванов Сергей,Выдан
16.03.2023 - 17:06,Заказ,Блок питания Apple 20W (Copy),1,1178,1178,761,64.60101867572156,Сидоров Алексей,Выдан
16.03.2023 - 18:34,Заказ,Защитное стекло 3D для iPhone 11/XR,1,498,498,448,89.95983935742971,Иванов Сергей,Выдан
17.03.2023 - 10:20,Продажа,16GB USB 2.0 Flash Drive SmartBuy,1,439,439,236,53.75854214123007,Сидоров Алексей,
17.03.2023 - 11:12,Заказ,"15.6"" WXGA HD LED Глянцевый 40pin (NT156WH)",1,4360,4360,1040,23.853211009174313,Сидоров Алексей,Выдан
17.03.2023 - 12:58,Заказ,Кабель USB - Lightning (Foxconn),1,586,586,442,75.42662116040955,Иванов Сергей,Выдан
17.03.2023 - 16:42,Продажа,SSD накопитель Kingston 240GB,1,2037,2037,535,26.264113892979875,Петров Роман,
17.03.2023 - 17:36,Заказ,Замена разъема зарядки (MicroUSB/Type-C),1,1163,1163,1059,91.05760963026655,Администратор,Выдан
17.03.2023 - 19:08,Заказ,Чехол силиконовый прозрачный,1,315,315,253,80.31746031746032,Сидоров Алексей,Выдан
18.03.2023 - 13:26,Заказ,Аккумулятор Samsung Galaxy A51 (EB-BA515),1,1155,1155,606,52.467532467532465,Сидоров Алексей,Выдан
18.03.2023 - 15:30,Заказ,Чехол силиконовый прозрачный,1,314,314,252,80.2547770700637,Петров Роман,Выдан
18.03.2023 - 15:31,Заказ,"15.6"" WXGA HD LED Глянцевый 40pin (NT156WH)",1,4846,4846,1806,37.26784977300866,Иванов Сергей,Выдан
18.03.2023 - 16:00,Продажа,16GB USB 2.0 Flash Drive SmartBuy,1,418,418,223,53.34928229665071,Петров Роман,
19.03.2023 - 10:28,Продажа,Кабель USB - Lightning (Foxconn),1,642,642,494,76.94704049844236,Администратор,
19.03.2023 - 11:11,Заказ,"15.6"" WXGA HD LED Глянцевый 40pin (NT156WH)",1,4832,4832,1496,30.960264900662253,Петров Роман,Выдан
19.03.2023 - 12:43,Заказ,Замена разъема зарядки (MicroUSB/Type-C),1,1237,1237,1137,91.91592562651576,Администратор,Выдан
19.03.2023 - 14:16,Заказ,Защитное стекло 3D для iPhone 11/XR,1,526,526,474,90.11406844106465,Иванов Сергей,Выдан
19.03.2023 - 14:20,Заказ,Чистка системы охлаждения с заменой термопасты,1,1479,1479,1375,92.96822177146721,Сидоров Алексей,Выдан
19.03.2023 - 15:44,Продажа,Защитное стекло 3D для iPhone 11/XR,1,496,496,447,90.12096774193549,Иванов Сергей,
19.03.2023 - 16:47,Заказ,Прошивка Android/iOS,1,1053,1053,1053,100.0,Сидоров Алексей,Выдан
20.03.2023 - 11:32,Заказ,Восстановление цепи питания,1,4883,4883,4392,89.94470612328487,Сидоров Алексей,Выдан
20.03.2023 - 12:14,Заказ,Кабель USB - Lightning (Foxconn),1,565,565,412,72.9203539823009,Петров Роман,Выдан
20.03.2023 - 13:23,Продажа,Кабель USB - Lightning (Foxconn),1,615,615,464,75.44715447154472,Сидоров Алексей,
20.03.2023 - 13:50,Заказ,Замена разъема зарядки (MicroUSB/Type-C),2,1167,2334,2144,91.85946872322194,Сидоров Алексей,Выдан
20.03.2023 - 16:11,Заказ,"15.6"" WXGA HD LED Глянцевый 40pin (NT156WH)",1,4468,4468,1326,29.677708146821846,Сидоров Алексей,Выдан
20.03.2023 - 17:53,Продажа,Чехол силиконовый прозрачный,1,271,271,212,78.22878228782287,Петров Роман,
20.03.2023 - 18:11,Заказ,Восстановление цепи питания,1,4872,4872,4386,90.02463054187191,Администратор,Выдан
20.03.2023 - 18:14,Заказ,Диагностика,1,467,467,467,100.0,Администратор,Выдан
21.03.2023 - 10:26,Заказ,Чехол силиконовый прозрачный,1,275,275,213,77.45454545454545,Петров Роман,Выдан
21.03.2023 - 13:45,Заказ,Замена разъема зарядки (MicroUSB/Type-C),1,1168,1168,1068,91.43835616438356,Иванов Сергей,Выдан
21.03.2023 - 17:02,Заказ,Наклейка защитного стекла (Услуга),1,209,209,209,100.0,Петров Роман,Выдан
22.03.2023 - 11:32,Заказ,Восстановление цепи питания,1,4750,4750,4258,89.64210526315789,Петров Роман,Выдан
22.03.2023 - 14:50,Заказ,Аккумулятор Samsung Galaxy A51 (EB-BA515),1,1116,1116,574,51.4336917562724,Администратор,Выдан
22.03.2023 - 16:53,Заказ,Замена разъема зарядки (MicroUSB/Type-C),2,1182,2364,2164,91.53976311336717,Петров Роман,Выдан
23.03.2023 - 12:52,Заказ,Замена разъема зарядки (MicroUSB/Type-C),1,1279,1279,1181,92.3377638780297,Сидоров Алексей,Выдан
23.03.2023 - 12:57,Продажа,Защитное стекло 3D для iPhone 11/XR,1,459,459,407,88.67102396514161,Администратор,
23.03.2023 - 14:14,Заказ,Кабель USB - Lightning (Foxconn),1,623,623,470,75.4414125200642,Администратор,Выдан
23.03.2023 - 16:14,Заказ,Диагностика,1,528,528,528,100.0,Иванов Сергей,Выдан
23.03.2023 - 17:40,Заказ,Замена разъема зарядки (MicroUSB/Type-C),1,1125,1125,1027,91.28888888888889,Сидоров Алексей,Выдан
23.03.2023 - 19:13,Заказ,Защитное стекло 3D для iPhone 11/XR,1,470,470,423,90.0,Иванов Сергей,Выдан
24.03.2023 - 19:08,Заказ,Восстановление цепи питания,1,4526,4526,4004,88.46663720724702,Сидоров Алексей,Выдан
25.03.2023 - 10:45,Продажа,Кабель USB - Lightning (Foxconn),2,562,1124,810,72.06405693950177,Администратор,
25.03.2023 - 12:33,Заказ,Установка Windows 10/11 + Драйвера,1,1209,1209,1209,100.0,Петров Роман,Выдан
25.03.2023 - 12:34,Заказ,Аккумулятор Samsung Galaxy A51 (EB-BA515),1,1099,1099,545,49.590536851683346,Иванов Сергей,Выдан
25.03.2023 - 15:58,Продажа,Чехол силиконовый прозрачный,1,284,284,222,78.16901408450704,Иванов Сергей,
25.03.2023 - 16:28,Заказ,Установка Windows 10/11 + Драйвера,1,1157,1157,1157,100.0,Иванов Сергей,Выдан
26.03.2023 - 17:42,Заказ,SSD накопитель Kingston 240GB,1,2047,2047,525,25.647288715192968,Сидоров Алексей,Выдан
26.03.2023 - 18:31,Продажа,Чехол силиконовый прозрачный,1,308,308,249,80.84415584415584,Сидоров Алексей,
27.03.2023 - 13:19,Заказ,Диагностика,3,518,1554,1554,100.0,Петров Роман,Выдан
27.03.2023 - 13:35,Заказ,Аккумулятор Samsung Galaxy A51 (EB-BA515),1,1248,1248,702,56.25,Администратор,Выдан
27.03.2023 - 14:38,Заказ,SSD накопитель Kingston 240GB,1,2320,2320,874,37.67241379310345,Иванов Сергей,Выдан
27.03.2023 - 15:38,Заказ,Аккумулятор Samsung Galaxy A51 (EB-BA515),1,1266,1266,702,55.45023696682464,Администратор,Выдан
27.03.2023 - 18:38,Заказ,Дисплей iPhone 11 (Копия AAA),1,2585,2585,1212,46.88588007736944,Петров Роман,Выдан
28.03.2023 - 12:07,Заказ,"15.6"" WXGA HD LED Глянцевый 40pin (NT156WH)",1,4285,4285,932,21.75029171528588,Администратор,Выдан
28.03.2023 - 15:48,Заказ,Диагностика,2,543,1086,1086,100.0,Администратор,Выдан
28.03.2023 - 16:35,Продажа,Защитное стекло 3D для iPhone 11/XR,1,452,452,402,88.93805309734513,Сидоров Алексей,
28.03.2023 - 16:42,Продажа,Блок питания Apple 20W (Copy),2,1232,2464,1640,66.55844155844156,Сидоров Алексей,
28.03.2023 - 19:59,Заказ,Дисплей iPhone 11 (Копия AAA),1,2353,2353,943,40.07649808754781,Петров Роман,Выдан
29.03.2023 - 11:36,Заказ,Замена разъема зарядки (MicroUSB/Type-C),1,1107,1107,1010,91.2375790424571,Иванов Сергей,Выдан
29.03.2023 - 14:53,Продажа,Защитное стекло 3D для iPhone 11/XR,1,475,475,425,89.47368421052632,Иванов Сергей,
29.03.2023 - 15:39,Заказ,Чистка системы охлаждения с заменой термопасты,1,1370,1370,1273,92.91970802919708,Сидоров Алексей,Выдан
29.03.2023 - 17:21,Заказ,Дисплей iPhone 11 (Оригинал переклей),1,5024,5024,1193,23.746019108280255,Администратор,Выдан
29.03.2023 - 17:57,Заказ,Аккумулятор Samsung Galaxy A51 (EB-BA515),1,1111,1111,550,49.504950495049506,Сидоров Алексей,Выдан
29.03.2023 - 19:26,Заказ,Установка Windows 10/11 + Драйвера,1,1223,1223,1223,100.0,Петров Роман,Выдан
30.03.2023 - 10:15,Заказ,Дисплей iPhone 11 (Оригинал переклей),1,5423,5423,1543,28.452885856536973,Петров Роман,Выдан
30.03.2023 - 18:36,Заказ,Диагностика,1,468,468,468,100.0,Иванов Сергей,Выдан
30.03.2023 - 19:58,Заказ,Замена разъема зарядки (MicroUSB/Type-C),1,1124,1124,1021,90.83629893238434,Петров Роман,Выдан
31.03.2023 - 10:07,Продажа,Защитное стекло 3D для iPhone 11/XR,1,467,467,416,89.07922912205566,Сидоров Алексей,
31.03.2023 - 15:48,Заказ,Установка Windows 10/11 + Драйвера,2,1226,2452,2452,100.0,Иванов Сергей,Выдан
31.03.2023 - 16:27,Заказ,16GB USB 2.0 Flash Drive SmartBuy,1,450,450,255,56.666666666666664,Сидоров Алексей,Выдан
01.04.2023 - 15:17,Продажа,Кабель USB - Lightning (Foxconn),2,633,1266,952,75.19747235387045,Иванов Сергей,
01.04.2023 - 17:39,Заказ,Установка Windows 10/11 + Драйвера,1,1115,1115,1115,100.0,Администратор,Выдан
01.04.2023 - 18:36,Заказ,Защитное стекло 3D для iPhone 11/XR,1,454,454,404,88.98678414096916,Администратор,Выдан
02.04.2023 - 10:48,Заказ,Замена разъема зарядки (MicroUSB/Type-C),1,1142,1142,1038,90.89316987740806,Администратор,Выдан
02.04.2023 - 11:31,Заказ,16GB USB 2.0 Flash Drive SmartBuy,1,448,448,250,55.80357142857143,Сидоров Алексей,Выдан
02.04.2023 - 13:12,Заказ,Дисплей iPhone 11 (Копия AAA),1,2562,2562,1177,45.940671350507415,Петров Роман,Выдан
02.04.2023 - 14:28,Продажа,Защитное стекло 3D для iPhone 11/XR,1,468,468,420,89.74358974358975,Сидоров Алексей,
02.04.2023 - 17:54,Заказ,Установка Windows 10/11 + Драйвера,1,1090,1090,1090,100.0,Сидоров Алексей,Выдан
02.04.2023 - 18:37,Продажа,Чехол силиконовый прозрачный,1,321,321,262,81.61993769470405,Петров Роман,
03.04.2023 - 12:10,Продажа,16GB USB 2.0 Flash Drive SmartBuy,1,486,486,288,59.25925925925925,Администратор,
03.04.2023 - 13:47,Продажа,Чехол силиконовый прозрачный,1,307,307,248,80.78175895765473,Иванов Сергей,
04.04.2023 - 11:02,Заказ,Чехол силиконовый прозрачный,1,299,299,238,79.59866220735786,Петров Роман,Выдан
04.04.2023 - 14:18,Заказ,"15.6"" WXGA HD LED Глянцевый 40pin (NT156WH)",1,4691,4691,1478,31.507141334470262,Иванов Сергей,Выдан
04.04.2023 - 15:34,Заказ,Кабель USB - Lightning (Foxconn),1,543,543,399,73.48066298342542,Сидоров Алексей,Выдан
04.04.2023 - 16:03,Заказ,Наклейка защитного стекла (Услуга),1,219,219,219,100.0,Иванов Сергей,Выдан
04.04.2023 - 16:05,Заказ,Наклейка защитного стекла (Услуга),1,187,187,187,100.0,Администратор,Выдан
04.04.2023 - 17:30,Заказ,Установка Windows 10/11 + Драйвера,1,1289,1289,1289,100.0,Сидоров Алексей,Выдан
04.04.2023 - 19:58,Заказ,16GB USB 2.0 Flash Drive SmartBuy,2,428,856,468,54.67289719626168,Иванов Сергей,Выдан
05.04.2023 - 10:53,Заказ,Диагностика,1,474,474,474,100.0,Петров Роман,Выдан
05.04.2023 - 11:29,Продажа,Защитное стекло 3D для iPhone 11/XR,1,474,474,425,89.66244725738397,Сидоров Алексей,
05.04.2023 - 11:51,Заказ,Замена разъема зарядки (MicroUSB/Type-C),1,1240,1240,1136,91.61290322580645,Администратор,Выдан
05.04.2023 - 12:36,Заказ,Защитное стекло 3D для iPhone 11/XR,1,487,487,436,89.5277207392197,Сидоров Алексей,Выдан
05.04.2023 - 12:57,Заказ,Наклейка защитного стекла (Услуга),1,203,203,203,100.0,Иванов Сергей,Выдан
05.04.2023 - 14:48,Заказ,Установка Windows 10/11 + Драйвера,1,1150,1150,1150,100.0,Администратор,Выдан
05.04.2023 - 16:10,Заказ,Восстановление цепи питания,1,4927,4927,4431,89.93302212299574,Администратор,Выдан
05.04.2023 - 16:20,Заказ,Кабель USB - Lightning (Foxconn),1,590,590,435,73.72881355932203,Сидоров Алексей,Выдан
05.04.2023 - 17:55,Заказ,Установка Windows 10/11 + Драйвера,2,1288,2576,2576,100.0,Сидоров Алексей,Выдан
06.04.2023 - 15:43,Заказ,Дисплей iPhone 11 (Оригинал переклей),1,5653,5653,1817,32.14222536706174,Петров Роман,Выдан
06.04.2023 - 16:51,Заказ,Чистка системы охлаждения с заменой термопасты,1,1409,1409,1312,93.11568488289566,Сидоров Алексей,Выдан
07.04.2023 - 10:44,Продажа,Чехол силиконовый прозрачный,1,296,296,234,79.05405405405406,Петров Роман,
07.04.2023 - 10:50,Заказ,Защитное стекло 3D для iPhone 11/XR,1,473,473,426,90.06342494714588,Иванов Сергей,Выдан
07.04.2023 - 10:53,Продажа,16GB USB 2.0 Flash Drive SmartBuy,1,482,482,290,60.16597510373444,Сидоров Алексей,
07.04.2023 - 14:46,Продажа,Чехол силиконовый прозрачный,1,325,325,268,82.46153846153847,Администратор,
07.04.2023 - 16:47,Заказ,Чехол силиконовый прозрачный,1,321,321,259,80.68535825545172,Администратор,Выдан
07.04.2023 - 17:10,Продажа,Чехол силиконовый прозрачный,1,276,276,219,79.34782608695652,Петров Роман,
07.04.2023 - 17:23,Продажа,Защитное стекло 3D для iPhone 11/XR,1,510,510,458,89.80392156862746,Сидоров Алексей,
08.04.2023 - 10:14,Заказ,Наклейка защитного стекла (Услуга),1,192,192,192,100.0,Петров Роман,Выдан
08.04.2023 - 14:12,Заказ,Чистка системы охлаждения с заменой термопасты,1,1416,1416,1320,93.22033898305084,Иванов Сергей,Выдан
09.04.2023 - 10:07,Заказ,Замена разъема зарядки (MicroUSB/Type-C),1,1130,1130,1026,90.79646017699115,Петров Роман,Выдан
09.04.2023 - 11:05,Заказ,Защитное стекло 3D для iPhone 11/XR,1,470,470,420,89.36170212765957,Петров Роман,Выдан
09.04.2023 - 15:27,Заказ,SSD накопитель Kingston 240GB,1,2003,2003,575,28.706939590614077,Петров Роман,Выдан
09.04.2023 - 18:14,Продажа,Кабель USB - Lightning (Foxconn),1,621,621,475,76.48953301127214,Петров Роман,
10.04.2023 - 14:10,Заказ,Дисплей iPhone 11 (Копия AAA),2,2452,4904,2034,41.476345840130506,Сидоров Алексей,Выдан
10.04.2023 - 14:18,Заказ,Наклейка защитного стекла (Услуга),1,189,189,189,100.0,Администратор,Выдан
11.04.2023 - 13:04,Заказ,Чехол силиконовый прозрачный,1,328,328,269,82.01219512195121,Петров Роман,Выдан
11.04.2023 - 14:50,Продажа,Кабель USB - Lightning (Foxconn),1,635,635,492,77.48031496062993,Сидоров Алексей,
11.04.2023 - 15:00,Заказ,Наклейка защитного стекла (Услуга),1,189,189,189,100.0,Иванов Сергей,Выдан
11.04.2023 - 15:21,Заказ,Кабель USB - Lightning (Foxconn),1,609,609,454,74.54844006568145,Администратор,Выдан
12.04.2023 - 10:08,Заказ,Дисплей iPhone 11 (Оригинал переклей),1,5407,5407,1544,28.555576105049013,Петров Роман,Выдан
12.04.2023 - 13:26,Заказ,Кабель USB - Lightning (Foxconn),1,628,628,481,76.59235668789809,Администратор,Выдан
12.04.2023 - 15:56,Заказ,SSD накопитель Kingston 240GB,1,2167,2167,636,29.349330872173514,Иванов Сергей,Выдан
12.04.2023 - 16:06,Продажа,Чехол силиконовый прозрачный,1,311,311,253,81.35048231511254,Администратор,
12.04.2023 - 16:46,Заказ,Дисплей iPhone 11 (Копия AAA),1,2517,2517,1066,42.352006356773934,Администратор,Выдан
12.04.2023 - 17:44,Заказ,Блок питания Apple 20W (Copy),1,1099,1099,708,64.42220200181984,Петров Роман,Выдан
13.04.2023 - 13:47,Продажа,Кабель USB - Lightning (Foxconn),1,616,616,469,76.13636363636364,Администратор,
13.04.2023 - 18:28,Заказ,Дисплей iPhone 11 (Копия AAA),1,2323,2323,898,38.65690916917779,Администратор,Выдан
14.04.2023 - 10:02,Заказ,Дисплей iPhone 11 (Копия AAA),1,2703,2703,1249,46.2079171291158,Администратор,Выдан
14.04.2023 - 13:50,Заказ,Чистка системы охлаждения с заменой термопасты,1,1508,1508,1411,93.56763925729443,Иванов Сергей,Выдан
14.04.2023 - 16:34,Заказ,Прошивка Android/iOS,2,1003,2006,2006,100.0,Петров Роман,Выдан
15.04.2023 - 13:27,Заказ,Дисплей iPhone 11 (Оригинал переклей),1,5546,5546,1593,28.723404255319153,Администратор,Выдан
15.04.2023 - 17:43,Продажа,Защитное стекло 3D для iPhone 11/XR,1,453,453,404,89.1832229580574,Сидоров Алексей,
15.04.2023 - 17:47,Продажа,Кабель USB - Lightning (Foxconn),1,594,594,445,74.91582491582491,Петров Роман,
16.04.2023 - 16:45,Заказ,Чистка системы охлаждения с заменой термопасты,1,1462,1462,1359,92.95485636114911,Сидоров Алексей,Выдан
16.04.2023 - 18:40,Заказ,Чистка системы охлаждения с заменой термопасты,1,1386,1386,1283,92.56854256854257,Петров Роман,Выдан
17.04.2023 - 12:52,Заказ,Прошивка Android/iOS,1,1024,1024,1024,100.0,Петров Роман,Выдан
17.04.2023 - 16:14,Продажа,Защитное стекло 3D для iPhone 11/XR,1,541,541,491,90.75785582255084,Иванов Сергей,
17.04.2023 - 17:53,Заказ,Наклейка защитного стекла (Услуга),1,188,188,188,100.0,Петров Роман,Выдан
17.04.2023 - 18:33,Заказ,Замена разъема зарядки (MicroUSB/Type-C),1,1285,1285,1190,92.60700389105058,Сидоров Алексей,Выдан
18.04.2023 - 11:00,Заказ,16GB USB 2.0 Flash Drive SmartBuy,2,442,884,476,53.84615384615385,Иванов Сергей,Выдан
18.04.2023 - 11:51,Заказ,Восстановление цепи питания,1,4154,4154,3668,88.30043331728454,Иванов Сергей,Выдан
18.04.2023 - 17:26,Продажа,Жесткий диск Seagate BarraCuda 1TB,1,3874,3874,936,24.161073825503358,Сидоров Алексей,
18.04.2023 - 17:27,Заказ,Чистка системы охлаждения с заменой термопасты,2,1426,2852,2644,92.70687237026648,Сидоров Алексей,Выдан
18.04.2023 - 17:57,Заказ,Диагностика,3,450,1350,1350,100.0,Администратор,Выдан
18.04.2023 - 19:25,Продажа,16GB USB 2.0 Flash Drive SmartBuy,1,479,479,281,58.66388308977035,Петров Роман,
18.04.2023 - 19:31,Продажа,Блок питания Apple 20W (Copy),1,1091,1091,673,61.686526122823096,Петров Роман,
19.04.2023 - 10:37,Заказ,Диагностика,1,533,533,533,100.0,Иванов Сергей,Выдан
20.04.2023 - 13:37,Заказ,Блок питания Apple 20W (Copy),1,1263,1263,861,68.17102137767222,Администратор,Выдан
20.04.2023 - 16:34,Заказ,Кабель USB - Lightning (Foxconn),1,651,651,506,77.72657450076805,Администратор,Выдан
21.04.2023 - 10:08,Продажа,Защитное стекло 3D для iPhone 11/XR,1,450,450,401,89.11111111111111,Иванов Сергей,
21.04.2023 - 10:56,Заказ,Чехол силиконовый прозрачный,1,282,282,221,78.36879432624113,Сидоров Алексей,Выдан
21.04.2023 - 11:08,Продажа,16GB USB 2.0 Flash Drive SmartBuy,1,463,463,260,56.15550755939525,Иванов Сергей,
21.04.2023 - 12:59,Заказ,Диагностика,1,522,522,522,100.0,Сидоров Алексей,Выдан
21.04.2023 - 15:29,Заказ,Прошивка Android/iOS,1,1035,1035,1035,100.0,Иванов Сергей,Выдан
22.04.2023 - 15:26,Продажа,Кабель USB - Lightning (Foxconn),1,540,540,383,70.92592592592592,Сидоров Алексей,
23.04.2023 - 10:30,Продажа,Кабель USB - Lightning (Foxconn),1,614,614,466,75.8957654723127,Петров Роман,
23.04.2023 - 10:47,Заказ,Установка Windows 10/11 + Драйвера,1,1124,1124,1124,100.0,Петров Роман,Выдан
23.04.2023 - 11:17,Заказ,Дисплей iPhone 11 (Копия AAA),1,2617,2617,1210,46.23614826136798,Иванов Сергей,Выдан
23.04.2023 - 12:00,Заказ,Чехол силиконовый прозрачный,1,302,302,242,80.13245033112582,Сидоров Алексей,Выдан
23.04.2023 - 13:36,Продажа,Чехол силиконовый прозрачный,1,297,297,236,79.46127946127946,Петров Роман,
23.04.2023 - 18:51,Заказ,Чехол силиконовый прозрачный,1,271,271,214,78.96678966789668,Иванов Сергей,Выдан
23.04.2023 - 19:18,Заказ,Диагностика,1,514,514,514,100.0,Петров Роман,Выдан
24.04.2023 - 12:19,Продажа,Блок питания Apple 20W (Copy),1,1198,1198,779,65.02504173622704,Иванов Сергей,
24.04.2023 - 17:23,Заказ,Диагностика,2,488,976,976,100.0,Сидоров Алексей,Выдан
24.04.2023 - 17:23,Заказ,Чистка системы охлаждения с заменой термопасты,1,1533,1533,1429,93.21591650358774,Петров Роман,Выдан
24.04.2023 - 19:34,Заказ,Замена разъема зарядки (MicroUSB/Type-C),1,1281,1281,1183,92.34972677595628,Сидоров Алексей,Выдан
24.04.2023 - 19:42,Продажа,Жесткий диск Seagate BarraCuda 1TB,1,3877,3877,894,23.059066288367294,Иванов Сергей,
25.04.2023 - 11:34,Заказ,Наклейка защитного стекла (Услуга),1,187,187,187,100.0,Петров Роман,Выдан
25.04.2023 - 12:15,Заказ,Установка Windows 10/11 + Драйвера,1,1286,1286,1286,100.0,Петров Роман,Выдан
25.04.2023 - 12:38,Заказ,Диагностика,1,547,547,547,100.0,Сидоров Алексей,Выдан
25.04.2023 - 16:25,Заказ,Установка Windows 10/11 + Драйвера,1,1227,1227,1227,100.0,Администратор,Выдан
26.04.2023 - 10:32,Продажа,Защитное стекло 3D для iPhone 11/XR,1,500,500,452,90.4,Администратор,
26.04.2023 - 13:11,Заказ,Установка Windows 10/11 + Драйвера,1,1287,1287,1287,100.0,Петров Роман,Выдан
26.04.2023 - 17:37,Заказ,Наклейка защитного стекла (Услуга),1,193,193,193,100.0,Петров Роман,Выдан
26.04.2023 - 17:46,Заказ,Аккумулятор Samsung Galaxy A51 (EB-BA515),1,1226,1226,657,53.588907014681894,Администратор,Выдан
26.04.2023 - 19:56,Заказ,Блок питания Apple 20W (Copy),2,1184,2368,1570,66.30067567567568,Петров Роман,Выдан
27.04.2023 - 12:35,Заказ,Установка Windows 10/11 + Драйвера,1,1249,1249,1249,100.0,Петров Роман,Выдан
27.04.2023 - 13:38,Заказ,"15.6"" WXGA HD LED Глянцевый 40pin (NT156WH)",1,4872,4872,1654,33.949096880131364,Иванов Сергей,Выдан
27.04.2023 - 16:04,Заказ,Защитное стекло 3D для iPhone 11/XR,1,457,457,406,88.8402625820569,Администратор,Выдан
27.04.2023 - 16:39,Заказ,"15.6"" WXGA HD LED Глянцевый 40pin (NT156WH)",1,4826,4826,1711,35.4537919602155,Петров Роман,Выдан
27.04.2023 - 19:49,Заказ,Замена разъема зарядки (MicroUSB/Type-C),1,1207,1207,1103,91.38359569179785,Администратор,Выдан
27.04.2023 - 19:59,Заказ,Аккумулятор Samsung Galaxy A51 (EB-BA515),1,1275,1275,732,57.41176470588235,Петров Роман,Выдан
28.04.2023 - 14:22,Заказ,Дисплей iPhone 11 (Оригинал переклей),2,5040,10080,2626,26.051587301587304,Петров Роман,Выдан
28.04.2023 - 14:54,Заказ,Чистка системы охлаждения с заменой термопасты,1,1530,1530,1432,93.59477124183006,Администратор,Выдан
