Дата,Тип документа,Название,Количество,Цена,Сумма,Валовая прибыль (руб),Валовая прибыль (%),Сотрудник,Статус
15.03.2024 - 19:37,Продажа,Жесткий диск Seagate BarraCuda 1TB,2,3502,7004,1378,19.67447173043975,Петров Роман,
16.03.2024 - 11:38,Заказ,Наклейка защитного стекла (Услуга),1,192,192,192,100.0,Администратор,Выдан
16.03.2024 - 12:07,Заказ,Защитное стекло 3D для iPhone 11/XR,1,532,532,481,90.41353383458647,Петров Роман,Выдан
16.03.2024 - 13:30,Заказ,Наклейка защитного стекла (Услуга),1,186,186,186,100.0,Сидоров Алексей,Выдан
16.03.2024 - 13:40,Заказ,Замена разъема зарядки (MicroUSB/Type-C),1,1099,1099,1003,91.26478616924477,Петров Роман,Выдан
16.03.2024 - 13:42,Продажа,16GB USB 2.0 Flash Drive SmartBuy,1,414,414,221,53.3816425120773,Сидоров Алексей,
16.03.2024 - 13:49,Заказ,Замена разъема зарядки (MicroUSB/Type-C),1,1119,1119,1015,90.70598748882931,Сидоров Алексей,Выдан
16.03.2024 - 14:30,Продажа,Чехол силиконовый прозрачный,1,313,313,253,80.83067092651757,Администратор,
16.03.2024 - 18:11,Заказ,Установка Windows 10/11 + Драйвера,1,1257,1257,1257,100.0,Петров Роман,Выдан
17.03.2024 - 10:59,Продажа,Чехол силиконовый прозрачный,1,279,279,222,79.56989247311827,Сидоров Алексей,
17.03.2024 - 11:17,Заказ,Кабель USB - Lightning (Foxconn),1,584,584,435,74.48630136986301,Петров Роман,Выдан
17.03.2024 - 12:15,Заказ,Установка Windows 10/11 + Драйвера,1,1244,1244,1244,100.0,Иванов Сергей,Выдан
17.03.2024 - 12:46,Заказ,SSD накопитель Kingston 240GB,1,2015,2015,478,23.722084367245657,Петров Роман,Выдан
17.03.2024 - 16:53,Заказ,Чехол силиконовый прозрачный,3,300,900,714,79.33333333333333,Сидоров Алексей,Выдан
17.03.2024 - 18:42,Заказ,Замена разъема зарядки (MicroUSB/Type-C),1,1199,1199,1099,91.65971643035863,Администратор,Выдан
18.03.2024 - 12:55,Заказ,"15.6"" WXGA HD LED Глянцевый 40pin (NT156WH)",1,4834,4834,1553,32.12660322714108,Администратор,Выдан
18.03.2024 - 15:52,Заказ,Чистка системы охлаждения с заменой термопасты,1,1527,1527,1430,93.64767518009168,Иванов Сергей,Выдан
18.03.2024 - 16:38,Заказ,Замена разъема зарядки (MicroUSB/Type-C),1,1102,1102,1000,90.74410163339383,Администратор,Выдан
18.03.2024 - 18:37,Продажа,Блок питания Apple 20W (Copy),1,1179,1179,767,65.0551314673452,Сидоров Алексей,
18.03.2024 - 19:01,Заказ,Дисплей iPhone 11 (Копия AAA),1,2740,2740,1375,50.18248175182482,Иванов Сергей,Выдан
19.03.2024 - 10:22,Заказ,Кабель USB - Lightning (Foxconn),1,608,608,453,74.50657894736842,Иванов Сергей,Выдан
19.03.2024 - 10:45,Заказ,Чистка системы охлаждения с заменой термопасты,1,1387,1387,1286,92.71809661139149,Сидоров Алексей,Выдан
19.03.2024 - 12:42,Заказ,Диагностика,1,522,522,522,100.0,Администратор,Выдан
19.03.2024 - 13:42,Заказ,Чехол силиконовый прозрачный,1,280,280,222,79.28571428571428,Сидоров Алексей,Выдан
19.03.2024 - 16:52,Заказ,Чистка системы охлаждения с заменой термопасты,1,1605,1605,1502,93.58255451713396,Петров Роман,Выдан
19.03.2024 - 17:56,Продажа,Защитное стекло 3D для iPhone 11/XR,1,530,530,479,90.37735849056604,Иванов Сергей,
20.03.2024 - 10:09,Заказ,Наклейка защитного стекла (Услуга),2,187,374,374,100.0,Петров Роман,Выдан
20.03.2024 - 10:18,Продажа,Защитное стекло 3D для iPhone 11/XR,1,516,516,466,90.31007751937985,Петров Роман,
20.03.2024 - 11:24,Заказ,Кабель USB - Lightning (Foxconn),1,658,658,504,76.59574468085107,Иванов Сергей,Выдан
20.03.2024 - 15:19,Продажа,Кабель USB - Lightning (Foxconn),1,568,568,416,73.23943661971832,Иванов Сергей,
21.03.2024 - 11:01,Заказ,Защитное стекло 3D для iPhone 11/XR,1,503,503,453,90.05964214711729,Сидоров Алексей,Выдан
21.03.2024 - 13:18,Заказ,Кабель USB - Lightning (Foxconn),2,583,1166,876,75.1286449399657,Сидоров Алексей,Выдан
21.03.2024 - 13:29,Заказ,Чехол силиконовый прозрачный,1,313,313,254,81.15015974440894,Петров Роман,Выдан
21.03.2024 - 14:07,Заказ,Чехол силиконовый прозрачный,1,316,316,259,81.9620253164557,Сидоров Алексей,Выдан
21.03.2024 - 14:40,Заказ,Прошивка Android/iOS,2,980,1960,1960,100.0,Администратор,Выдан
21.03.2024 - 15:26,Заказ,Жесткий диск Seagate BarraCuda 1TB,1,3552,3552,591,16.638513513513516,Администратор,Выдан
21.03.2024 - 15:39,Заказ,Кабель USB - Lightning (Foxconn),1,558,558,408,73.11827956989248,Иванов Сергей,Выдан
21.03.2024 - 15:58,Заказ,Замена разъема зарядки (MicroUSB/Type-C),1,1212,1212,1117,92.16171617161716,Сидоров Алексей,Выдан
21.03.2024 - 16:53,Продажа,Блок питания Apple 20W (Copy),1,1232,1232,835,67.77597402597402,Сидоров Алексей,
21.03.2024 - 18:44,Заказ,16GB USB 2.0 Flash Drive SmartBuy,2,418,836,434,51.91387559808612,Иванов Сергей,Выдан
21.03.2024 - 18:57,Заказ,Замена разъема зарядки (MicroUSB/Type-C),1,1255,1255,1156,92.11155378486056,Петров Роман,Выдан
22.03.2024 - 10:20,Заказ,Замена разъема зарядки (MicroUSB/Type-C),1,1128,1128,1024,90.78014184397163,Петров Роман,Выдан
22.03.2024 - 10:57,Заказ,Дисплей iPhone 11 (Копия AAA),1,2675,2675,1324,49.495327102803735,Администратор,Выдан
22.03.2024 - 11:10,Продажа,Защитное стекло 3D для iPhone 11/XR,1,533,533,486,91.18198874296435,Сидоров Алексей,
22.03.2024 - 12:54,Продажа,Защитное стекло 3D для iPhone 11/XR,1,492,492,443,90.04065040650406,Петров Роман,
22.03.2024 - 13:01,Заказ,Наклейка защитного стекла (Услуга),1,190,190,190,100.0,Петров Роман,Выдан
22.03.2024 - 14:04,Заказ,Блок питания Apple 20W (Copy),1,1251,1251,833,66.58673061550759,Сидоров Алексей,Выдан
22.03.2024 - 14:45,Заказ,Прошивка Android/iOS,1,902,902,902,100.0,Иванов Сергей,Выдан
22.03.2024 - 16:45,Заказ,Кабель USB - Lightning (Foxconn),1,559,559,413,73.8819320214669,Администратор,Выдан
22.03.2024 - 16:50,Заказ,Диагностика,1,490,490,490,100.0,Администратор,Выдан
22.03.2024 - 17:56,Заказ,Чистка системы охлаждения с заменой термопасты,1,1422,1422,1323,93.0379746835443,Петров Роман,Выдан
22.03.2024 - 19:42,Заказ,Наклейка защитного стекла (Услуга),1,183,183,183,100.0,Петров Роман,Выдан
23.03.2024 - 11:24,Заказ,Диагностика,1,464,464,464,100.0,Администратор,Выдан
23.03.2024 - 14:06,Продажа,Чехол силиконовый прозрачный,1,324,324,263,81.17283950617285,Сидоров Алексей,
23.03.2024 - 14:49,Заказ,Защитное стекло 3D для iPhone 11/XR,1,471,471,420,89.171974522293,Сидоров Алексей,Выдан
23.03.2024 - 17:18,Заказ,Замена разъема зарядки (MicroUSB/Type-C),1,1151,1151,1049,91.13814074717637,Администратор,Выдан
23.03.2024 - 17:53,Заказ,Аккумулятор Samsung Galaxy A51 (EB-BA515),1,1179,1179,650,55.13146734520781,Петров Роман,Выдан
24.03.2024 - 11:33,Заказ,Защитное стекло 3D для iPhone 11/XR,1,498,498,446,89.5582329317269,Администратор,Выдан
24.03.2024 - 11:51,Заказ,Замена разъема зарядки (MicroUSB/Type-C),1,1110,1110,1010,90.990990990991,Сидоров Алексей,Выдан
24.03.2024 - 14:14,Заказ,Наклейка защитного стекла (Услуга),1,218,218,218,100.0,Петров Роман,Выдан
24.03.2024 - 14:52,Заказ,Замена разъема зарядки (MicroUSB/Type-C),2,1211,2422,2218,91.57720891824937,Петров Роман,Выдан
24.03.2024 - 14:55,Продажа,Чехол силиконовый прозрачный,1,291,291,232,79.72508591065292,Петров Роман,
24.03.2024 - 15:47,Заказ,Дисплей iPhone 11 (Копия AAA),1,2365,2365,927,39.196617336152215,Администратор,Выдан
24.03.2024 - 16:46,Заказ,Наклейка защитного стекла (Услуга),1,203,203,203,100.0,Петров Роман,Выдан
24.03.2024 - 17:42,Заказ,Кабель USB - Lightning (Foxconn),1,552,552,397,71.92028985507247,Петров Роман,Выдан
24.03.2024 - 18:48,Заказ,Наклейка защитного стекла (Услуга),1,191,191,191,100.0,Иванов Сергей,Выдан
25.03.2024 - 10:16,Заказ,Замена разъема зарядки (MicroUSB/Type-C),1,1195,1195,1099,91.96652719665272,Администратор,Выдан
25.03.2024 - 10:50,Заказ,Кабель USB - Lightning (Foxconn),2,541,1082,790,73.01293900184844,Петров Роман,Выдан
25.03.2024 - 17:30,Заказ,Диагностика,1,522,522,522,100.0,Администратор,Выдан
25.03.2024 - 17:46,Продажа,Защитное стекло 3D для iPhone 11/XR,1,477,477,425,89.09853249475891,Иванов Сергей,
25.03.2024 - 18:10,Заказ,Диагностика,1,482,482,482,100.0,Сидоров Алексей,Выдан
26.03.2024 - 11:34,Заказ,Наклейка защитного стекла (Услуга),2,200,400,400,100.0,Сидоров Алексей,Выдан
26.03.2024 - 14:59,Заказ,16GB USB 2.0 Flash Drive SmartBuy,1,451,451,249,55.210643015521065,Администратор,Выдан
27.03.2024 - 10:16,Заказ,Замена разъема зарядки (MicroUSB/Type-C),2,1209,2418,2218,91.72870140612076,Петров Роман,Выдан
27.03.2024 - 13:13,Продажа,Чехол силиконовый прозрачный,3,272,816,630,77.20588235294117,Петров Роман,
27.03.2024 - 14:52,Продажа,Защитное стекло 3D для iPhone 11/XR,1,540,540,490,90.74074074074075,Петров Роман,
27.03.2024 - 17:16,Заказ,Наклейка защитного стекла (Услуга),1,213,213,213,100.0,Петров Роман,Выдан
27.03.2024 - 18:26,Заказ,Диагностика,1,486,486,486,100.0,Сидоров Алексей,Выдан
27.03.2024 - 18:31,Заказ,Дисплей iPhone 11 (Копия AAA),1,2476,2476,1120,45.23424878836833,Администратор,Выдан
27.03.2024 - 19:33,Заказ,Замена разъема зарядки (MicroUSB/Type-C),1,1174,1174,1070,91.14139693356049,Петров Роман,Выдан
27.03.2024 - 19:38,Продажа,Кабель USB - Lightning (Foxconn),1,552,552,406,73.55072463768117,Петров Роман,
28.03.2024 - 10:06,Продажа,Кабель USB - Lightning (Foxconn),1,572,572,425,74.3006993006993,Иванов Сергей,
28.03.2024 - 12:21,Заказ,Установка Windows 10/11 + Драйвера,1,1306,1306,1306,100.0,Петров Роман,Выдан
28.03.2024 - 13:26,Заказ,Чистка системы охлаждения с заменой термопасты,1,1560,1560,1464,93.84615384615384,Петров Роман,Выдан
28.03.2024 - 15:27,Заказ,Чистка системы охлаждения с заменой термопасты,1,1626,1626,1531,94.15744157441574,Сидоров Алексей,Выдан
29.03.2024 - 10:38,Заказ,Наклейка защитного стекла (Услуга),1,191,191,191,100.0,Петров Роман,Выдан
29.03.2024 - 13:39,Заказ,Установка Windows 10/11 + Драйвера,1,1315,1315,1315,100.0,Администратор,Выдан
29.03.2024 - 13:54,Продажа,Чехол силиконовый прозрачный,1,294,294,233,79.25170068027211,Петров Роман,
29.03.2024 - 14:11,Заказ,Прошивка Android/iOS,1,986,986,986,100.0,Администратор,Выдан
29.03.2024 - 17:13,Продажа,Чехол силиконовый прозрачный,1,299,299,242,80.93645484949833,Петров Роман,
30.03.2024 - 12:49,Заказ,Чистка системы охлаждения с заменой термопасты,1,1409,1409,1305,92.61887863733143,Иванов Сергей,Выдан
30.03.2024 - 14:08,Заказ,Диагностика,1,504,504,504,100.0,Администратор,Выдан
30.03.2024 - 15:09,Заказ,Чехол силиконовый прозрачный,1,310,310,252,81.29032258064515,Петров Роман,Выдан
31.03.2024 - 11:03,Заказ,Чистка системы охлаждения с заменой термопасты,1,1388,1388,1290,92.93948126801152,Сидоров Алексей,Выдан
31.03.2024 - 12:13,Заказ,Диагностика,1,539,539,539,100.0,Иванов Сергей,Выдан
31.03.2024 - 13:35,Продажа,Защитное стекло 3D для iPhone 11/XR,1,468,468,418,89.31623931623932,Иванов Сергей,
31.03.2024 - 13:59,Заказ,Наклейка защитного стекла (Услуга),1,201,201,201,100.0,Администратор,Выдан
31.03.2024 - 15:19,Заказ,Замена разъема зарядки (MicroUSB/Type-C),1,1082,1082,983,90.85027726432531,Администратор,Выдан
31.03.2024 - 15:28,Заказ,Дисплей iPhone 11 (Копия AAA),1,2649,2649,1287,48.58437146092866,Иванов Сергей,Выдан
31.03.2024 - 15:43,Заказ,Кабель USB - Lightning (Foxconn),1,587,587,433,73.7649063032368,Петров Роман,Выдан
01.04.2024 - 10:02,Заказ,Аккумулятор Samsung Galaxy A51 (EB-BA515),1,1141,1141,581,50.920245398773,Сидоров Алексей,Выдан
01.04.2024 - 11:59,Продажа,16GB USB 2.0 Flash Drive SmartBuy,1,479,479,285,59.49895615866389,Сидоров Алексей,
01.04.2024 - 12:22,Заказ,Защитное стекло 3D для iPhone 11/XR,1,474,474,423,89.24050632911393,Петров Роман,Выдан
01.04.2024 - 13:13,Продажа,Блок питания Apple 20W (Copy),1,1184,1184,796,67.22972972972973,Администратор,
01.04.2024 - 16:10,Заказ,Блок питания Apple 20W (Copy),1,1164,1164,777,66.75257731958763,Администратор,Выдан
01.04.2024 - 17:29,Заказ,Диагностика,1,465,465,465,100.0,Сидоров Алексей,Выдан
02.04.2024 - 13:00,Заказ,Блок питания Apple 20W (Copy),1,1319,1319,911,69.0674753601213,Сидоров Алексей,Выдан
02.04.2024 - 13:15,Заказ,Дисплей iPhone 11 (Оригинал переклей),2,4993,9986,2366,23.693170438614057,Сидоров Алексей,Выдан
02.04.2024 - 13:54,Заказ,Диагностика,2,507,1014,1014,100.0,Петров Роман,Выдан
02.04.2024 - 15:12,Заказ,Чистка системы охлаждения с заменой термопасты,1,1494,1494,1396,93.44042838018741,Иванов Сергей,Выдан
02.04.2024 - 16:26,Заказ,SSD накопитель Kingston 240GB,1,1999,1999,557,27.863931965982992,Сидоров Алексей,Выдан
02.04.2024 - 17:36,Заказ,Аккумулятор Samsung Galaxy A51 (EB-BA515),1,1279,1279,756,59.10867865519938,Администратор,Выдан
02.04.2024 - 17:56,Заказ,Наклейка защитного стекла (Услуга),1,204,204,204,100.0,Сидоров Алексей,Выдан
02.04.2024 - 18:12,Заказ,Установка Windows 10/11 + Драйвера,1,1204,1204,1204,100.0,Сидоров Алексей,Выдан
02.04.2024 - 18:31,Заказ,Установка Windows 10/11 + Драйвера,1,1142,1142,1142,100.0,Иванов Сергей,Выдан
02.04.2024 - 18:59,Заказ,Диагностика,1,527,527,527,100.0,Иванов Сергей,Выдан
02.04.2024 - 19:14,Заказ,Установка Windows 10/11 + Драйвера,1,1197,1197,1197,100.0,Сидоров Алексей,Выдан
02.04.2024 - 19:31,Заказ,Чехол силиконовый прозрачный,2,275,550,426,77.45454545454545,Сидоров Алексей,Выдан
03.04.2024 - 16:32,Заказ,Наклейка защитного стекла (Услуга),1,205,205,205,100.0,Администратор,Выдан
03.04.2024 - 17:12,Заказ,Диагностика,1,548,548,548,100.0,Сидоров Алексей,Выдан
03.04.2024 - 19:55,Заказ,Чистка системы охлаждения с заменой термопасты,1,1442,1442,1342,93.06518723994452,Иванов Сергей,Выдан
04.04.2024 - 10:59,Заказ,Восстановление цепи питания,1,4672,4672,4161,89.0625,Сидоров Алексей,Выдан
04.04.2024 - 12:46,Заказ,Аккумулятор Samsung Galaxy A51 (EB-BA515),2,1148,2296,1168,50.87108013937283,Сидоров Алексей,Выдан
04.04.2024 - 13:04,Заказ,Диагностика,1,463,463,463,100.0,Иванов Сергей,Выдан
04.04.2024 - 14:15,Продажа,Чехол силиконовый прозрачный,1,279,279,217,77.77777777777779,Сидоров Алексей,
04.04.2024 - 15:18,Заказ,Замена разъема зарядки (MicroUSB/Type-C),1,1109,1109,1008,90.892696122633,Иванов Сергей,Выдан
04.04.2024 - 18:37,Заказ,Дисплей iPhone 11 (Копия AAA),1,2454,2454,1031,42.013039934800325,Администратор,Выдан
04.04.2024 - 19:45,Заказ,Чистка системы охлаждения с заменой термопасты,1,1400,1400,1303,93.07142857142857,Петров Роман,Выдан
05.04.2024 - 10:13,Заказ,Прошивка Android/iOS,1,1090,1090,1090,100.0,Администратор,Выдан
05.04.2024 - 10:43,Заказ,Наклейка защитного стекла (Услуга),1,182,182,182,100.0,Иванов Сергей,Выдан
05.04.2024 - 12:17,Заказ,Чистка системы охлаждения с заменой термопасты,1,1399,1399,1301,92.99499642601859,Петров Роман,Выдан
05.04.2024 - 12:46,Продажа,Кабель USB - Lightning (Foxconn),1,572,572,423,73.95104895104895,Петров Роман,
05.04.2024 - 14:52,Заказ,SSD накопитель Kingston 240GB,1,2140,2140,591,27.61682242990654,Сидоров Алексей,Выдан
05.04.2024 - 14:57,Заказ,Установка Windows 10/11 + Драйвера,1,1255,1255,1255,100.0,Сидоров Алексей,Выдан
05.04.2024 - 16:51,Заказ,Диагностика,1,454,454,454,100.0,Петров Роман,Выдан
05.04.2024 - 17:15,Заказ,Диагностика,1,544,544,544,100.0,Администратор,Выдан
05.04.2024 - 19:05,Продажа,Защитное стекло 3D для iPhone 11/XR,1,524,524,475,90.64885496183206,Петров Роман,
06.04.2024 - 10:36,Заказ,"15.6"" WXGA HD LED Глянцевый 40pin (NT156WH)",1,4558,4558,1483,32.53620008775779,Администратор,Выдан
07.04.2024 - 11:01,Заказ,Установка Windows 10/11 + Драйвера,1,1137,1137,1137,100.0,Сидоров Алексей,Выдан
07.04.2024 - 12:27,Продажа,Чехол силиконовый прозрачный,1,279,279,218,78.13620071684588,Администратор,
07.04.2024 - 15:46,Заказ,Чистка системы охлаждения с заменой термопасты,2,1352,2704,2508,92.75147928994083,Петров Роман,Выдан
07.04.2024 - 17:40,Заказ,Диагностика,1,498,498,498,100.0,Администратор,Выдан
08.04.2024 - 10:30,Заказ,Аккумулятор Samsung Galaxy A51 (EB-BA515),1,1251,1251,710,56.754596322941644,Сидоров Алексей,Выдан
08.04.2024 - 10:57,Заказ,Кабель USB - Lightning (Foxconn),1,553,553,409,73.96021699819168,Иванов Сергей,Выдан
08.04.2024 - 12:43,Продажа,Чехол силиконовый прозрачный,1,298,298,241,80.87248322147651,Сидоров Алексей,
08.04.2024 - 15:06,Заказ,Защитное стекло 3D для iPhone 11/XR,1,501,501,452,90.21956087824351,Администратор,Выдан
08.04.2024 - 16:21,Заказ,Диагностика,1,520,520,520,100.0,Иванов Сергей,Выдан
08.04.2024 - 18:10,Заказ,SSD накопитель Kingston 240GB,1,2108,2108,618,29.316888045540797,Сидоров Алексей,Выдан
09.04.2024 - 11:03,Продажа,Блок питания Apple 20W (Copy),1,1187,1187,778,65.54338668913226,Администратор,
09.04.2024 - 11:17,Заказ,Замена разъема зарядки (MicroUSB/Type-C),1,1299,1299,1200,92.37875288683603,Иванов Сергей,Выдан
09.04.2024 - 15:28,Заказ,Наклейка защитного стекла (Услуга),2,215,430,430,100.0,Петров Роман,Выдан
09.04.2024 - 17:16,Заказ,Замена разъема зарядки (MicroUSB/Type-C),1,1130,1130,1033,91.41592920353983,Иванов Сергей,Выдан
09.04.2024 - 18:13,Продажа,16GB USB 2.0 Flash Drive SmartBuy,1,485,485,295,60.824742268041234,Иванов Сергей,
09.04.2024 - 18:52,Заказ,Восстановление цепи питания,1,4675,4675,4193,89.68983957219251,Администратор,Выдан
09.04.2024 - 18:58,Заказ,Чехол силиконовый прозрачный,2,312,624,510,81.73076923076923,Сидоров Алексей,Выдан
10.04.2024 - 10:00,Заказ,"15.6"" WXGA HD LED Глянцевый 40pin (NT156WH)",1,4200,4200,1147,27.30952380952381,Петров Роман,Выдан
10.04.2024 - 10:15,Заказ,Прошивка Android/iOS,1,1035,1035,1035,100.0,Администратор,Выдан
10.04.2024 - 12:37,Заказ,Прошивка Android/iOS,2,945,1890,1890,100.0,Петров Роман,Выдан
10.04.2024 - 16:24,Заказ,Замена разъема зарядки (MicroUSB/Type-C),1,1117,1117,1021,91.40555058191585,Администратор,Выдан
10.04.2024 - 16:41,Заказ,Замена разъема зарядки (MicroUSB/Type-C),1,1173,1173,1075,91.64535379369138,Иванов Сергей,Выдан
10.04.2024 - 19:45,Заказ,Дисплей iPhone 11 (Копия AAA),1,2614,2614,1167,44.644223412394794,Администратор,Выдан
11.04.2024 - 11:37,Заказ,Чехол силиконовый прозрачный,1,277,277,219,79.06137184115524,Сидоров Алексей,Выдан
11.04.2024 - 12:20,Продажа,Защитное стекло 3D для iPhone 11/XR,1,537,537,487,90.68901303538175,Иванов Сергей,
11.04.2024 - 13:07,Заказ,"15.6"" WXGA HD LED Глянцевый 40pin (NT156WH)",2,4338,8676,2154,24.827109266943292,Петров Роман,Выдан
11.04.2024 - 13:26,Заказ,16GB USB 2.0 Flash Drive SmartBuy,1,455,455,246,54.065934065934066,Иванов Сергей,Выдан
11.04.2024 - 14:26,Заказ,Прошивка Android/iOS,1,1048,1048,1048,100.0,Сидоров Алексей,Выдан
11.04.2024 - 15:06,Заказ,Диагностика,1,534,534,534,100.0,Петров Роман,Выдан
11.04.2024 - 16:01,Заказ,Блок питания Apple 20W (Copy),1,1283,1283,899,70.0701480904131,Сидоров Алексей,Выдан
11.04.2024 - 16:52,Заказ,Наклейка защитного стекла (Услуга),2,198,396,396,100.0,Петров Роман,Выдан
11.04.2024 - 17:53,Заказ,Восстановление цепи питания,1,4478,4478,4000,89.32559178204555,Администратор,Выдан
12.04.2024 - 10:28,Заказ,Наклейка защитного стекла (Услуга),1,219,219,219,100.0,Петров Роман,Выдан
12.04.2024 - 12:38,Заказ,Установка Windows 10/11 + Драйвера,1,1148,1148,1148,100.0,Петров Роман,Выдан
12.04.2024 - 13:17,Заказ,Восстановление цепи питания,1,4259,4259,3764,88.3775534162949,Петров Роман,Выдан
12.04.2024 - 13:41,Заказ,Аккумулятор Samsung Galaxy A51 (EB-BA515),1,1226,1226,701,57.17781402936378,Сидоров Алексей,Выдан
12.04.2024 - 17:08,Продажа,Блок питания Apple 20W (Copy),1,1131,1131,750,66.3129973474801,Администратор,
12.04.2024 - 17:31,Заказ,Диагностика,1,515,515,515,100.0,Администратор,Выдан
12.04.2024 - 18:56,Заказ,Дисплей iPhone 11 (Копия AAA),1,2264,2264,836,36.92579505300353,Администратор,Выдан
12.04.2024 - 19:08,Продажа,Защитное стекло 3D для iPhone 11/XR,3,526,1578,1428,90.49429657794677,Иванов Сергей,
12.04.2024 - 19:40,Заказ,Наклейка защитного стекла (Услуга),3,187,561,561,100.0,Администратор,Выдан
13.04.2024 - 12:51,Продажа,16GB USB 2.0 Flash Drive SmartBuy,1,447,447,238,53.24384787472036,Администратор,
13.04.2024 - 15:14,Заказ,Восстановление цепи питания,1,4629,4629,4110,88.78807517822423,Сидоров Алексей,Выдан
13.04.2024 - 16:55,Продажа,Блок питания Apple 20W (Copy),1,1106,1106,693,62.65822784810127,Петров Роман,
14.04.2024 - 11:12,Продажа,Чехол силиконовый прозрачный,1,291,291,231,79.38144329896907,Петров Роман,
14.04.2024 - 13:03,Продажа,SSD накопитель Kingston 240GB,1,2316,2316,882,38.082901554404145,Администратор,
14.04.2024 - 13:31,Заказ,Чистка системы охлаждения с заменой термопасты,1,1591,1591,1488,93.52608422375864,Петров Роман,Выдан
14.04.2024 - 14:23,Продажа,Кабель USB - Lightning (Foxconn),1,583,583,427,73.2418524871355,Иванов Сергей,
14.04.2024 - 15:01,Заказ,Чистка системы охлаждения с заменой термопасты,1,1414,1414,1317,93.14002828854314,Сидоров Алексей,Выдан
14.04.2024 - 17:01,Заказ,Блок питания Apple 20W (Copy),1,1106,1106,703,63.5623869801085,Сидоров Алексей,Выдан
14.04.2024 - 19:11,Заказ,Чистка системы охлаждения с заменой термопасты,1,1590,1590,1487,93.52201257861635,Сидоров Алексей,Выдан
15.04.2024 - 11:13,Заказ,Чистка системы охлаждения с заменой термопасты,1,1530,1530,1433,93.66013071895425,Иванов Сергей,Выдан
15.04.2024 - 17:34,Заказ,Восстановление цепи питания,2,4832,9664,8666,89.67301324503312,Петров Роман,Выдан
16.04.2024 - 10:51,Заказ,Дисплей iPhone 11 (Оригинал переклей),1,5062,5062,1102,21.77005136309759,Сидоров Алексей,Выдан
16.04.2024 - 10:59,Заказ,Диагностика,1,486,486,486,100.0,Иванов Сергей,Выдан
16.04.2024 - 12:51,Продажа,Защитное стекло 3D для iPhone 11/XR,1,451,451,400,88.69179600886919,Иванов Сергей,
16.04.2024 - 14:10,Заказ,Чистка системы охлаждения с заменой термопасты,1,1390,1390,1287,92.58992805755396,Петров Роман,Выдан
16.04.2024 - 15:55,Заказ,Чистка системы охлаждения с заменой термопасты,1,1391,1391,1296,93.17038102084831,Сидоров Алексей,Выдан
16.04.2024 - 17:23,Заказ,Замена разъема зарядки (MicroUSB/Type-C),3,1186,3558,3267,91.8212478920742,Иванов Сергей,Выдан
16.04.2024 - 18:25,Заказ,Восстановление цепи питания,1,4734,4734,4249,89.75496408956485,Петров Роман,Выдан
17.04.2024 - 10:42,Заказ,Чистка системы охлаждения с заменой термопасты,1,1480,1480,1381,93.3108108108108,Иванов Сергей,Выдан
17.04.2024 - 10:44,Продажа,Блок питания Apple 20W (Copy),1,1102,1102,714,64.7912885662432,Администратор,
17.04.2024 - 12:22,Заказ,Замена разъема зарядки (MicroUSB/Type-C),1,1191,1191,1090,91.51973131821998,Администратор,Выдан
17.04.2024 - 15:37,Продажа,SSD накопитель Kingston 240GB,1,2097,2097,566,26.990939437291367,Петров Роман,
17.04.2024 - 18:21,Заказ,Дисплей iPhone 11 (Копия AAA),1,2324,2324,993,42.72805507745267,Администратор,Выдан
17.04.2024 - 19:04,Заказ,Прошивка Android/iOS,1,914,914,914,100.0,Администратор,Выдан
18.04.2024 - 10:48,Продажа,Чехол силиконовый прозрачный,1,287,287,228,79.44250871080139,Петров Роман,
18.04.2024 - 13:09,Заказ,Установка Windows 10/11 + Драйвера,2,1225,2450,2450,100.0,Администратор,Выдан
18.04.2024 - 14:25,Заказ,16GB USB 2.0 Flash Drive SmartBuy,1,434,434,225,51.843317972350235,Сидоров Алексей,Выдан
18.04.2024 - 15:04,Заказ,Дисплей iPhone 11 (Копия AAA),1,2532,2532,1068,42.18009478672986,Сидоров Алексей,Выдан
18.04.2024 - 15:17,Заказ,Дисплей iPhone 11 (Копия AAA),1,2642,2642,1245,47.12339137017411,Сидоров Алексей,Выдан
18.04.2024 - 16:58,Заказ,Наклейка защитного стекла (Услуга),2,218,436,436,100.0,Администратор,Выдан
18.04.2024 - 18:00,Заказ,Замена разъема зарядки (MicroUSB/Type-C),1,1170,1170,1068,91.28205128205128,Петров Роман,Выдан
18.04.2024 - 19:41,Заказ,Чистка системы охлаждения с заменой термопасты,2,1387,2774,2574,92.79019466474405,Администратор,Выдан
19.04.2024 - 13:07,Продажа,16GB USB 2.0 Flash Drive SmartBuy,1,456,456,259,56.79824561403509,Администратор,
19.04.2024 - 13:18,Заказ,Чехол силиконовый прозрачный,2,314,628,504,80.2547770700637,Сидоров Алексей,Выдан
19.04.2024 - 14:33,Заказ,Дисплей iPhone 11 (Оригинал переклей),1,4958,4958,1017,20.512303348124245,Сидоров Алексей,Выдан
19.04.2024 - 14:57,Заказ,Аккумулятор Samsung Galaxy A51 (EB-BA515),1,1168,1168,618,52.910958904109584,Сидоров Алексей,Выдан
19.04.2024 - 16:40,Заказ,"15.6"" WXGA HD LED Глянцевый 40pin (NT156WH)",1,4915,4915,1802,36.663275686673444,Сидоров Алексей,Выдан
